央视频道,#genre#
朋友,https://vd3.bdstatic.com/mda-iivxv3f66nyp3mye/hd/mda-iivxv3f66nyp3mye.mp4
驼铃,https://vd3.bdstatic.com/mda-mbcbj2shdb5n8ege/cae_h264/1679584139137348423/mda-mbcbj2shdb5n8ege.mp4
牡丹之歌,https://vd3.bdstatic.com/mda-kdpi566bxtz3zpqu/sc/bd265_cae_v4_roi/1664950875011344145/mda-kdpi566bxtz3zpqu.mp4
我的中国心[爱心],https://vd3.bdstatic.com/mda-qc9h7fs12vf2vg2u/hd/cae_h264/1710072755438741054/mda-qc9h7fs12vf2vg2u.mp4
万里长征用不到,https://vdse.bdstatic.com/h265/bd5bdc729f646180dc979fd0057912b780.mp4
上海滩,https://vd3.bdstatic.com/mda-mkf3j23x8vr8bc79/hd/cae_h264/1637032794957244867/mda-mkf3j23x8vr8bc79.mp4
中国人,https://vd3.bdstatic.com/mda-jk0cpsua6yy9bdwu/hd/mda-jk0cpsua6yy9bdwu.mp4
掌声响起来,https://vd3.bdstatic.com/mda-qakdkdv2xhizrmcm/sc/bd265_cae_visr_v6/1705836555184004873/mda-qakdkdv2xhizrmcm.mp4
风雨兼程,https://vd3.bdstatic.com/mda-qd4j8gg32tjpt8ci/576p/h264/1712324192314492609/mda-qd4j8gg32tjpt8ci.mp4
小螺号,https://vd3.bdstatic.com/mda-jkrt06av1h23zx3k/hd/mda-jkrt06av1h23zx3k.mp4
恋曲1990,https://vdse.bdstatic.com/h265/bd78cff83ab51204071a6cac6250bdd182.mp4
把根留住,https://vd3.bdstatic.com/mda-pdtiymjenx6e5bp9/576p/h264/1682688260120544592/mda-pdtiymjenx6e5bp9.mp4
让生命等候,https://vd3.bdstatic.com/mda-ki6f15u4nvw9p9a7/v2-hknm/hd/mda-ki6f15u4nvw9p9a7.mp4
不懂我的心,https://vd3.bdstatic.com/mda-pcmce7gq5tqqjknw/576p/h264/1679475374393888015/mda-pcmce7gq5tqqjknw.mp4
借我一点爱,https://vd3.bdstatic.com/mda-pd14bg34kh44v3ca/hd/cae_h264/1680405309496453589/mda-pd14bg34kh44v3ca.mp4
董安格90,https://vd3.bdstatic.com/mda-pkg6sfrk2auz7z50/hd/cae_h264/1700203309818931306/mda-pkg6sfrk2auz7z50.mp4
千千阙歌,https://vdse.bdstatic.com//505917a91c2d49c16d33eb0c343999c7.mp4
甜蜜蜜,https://vdse.bdstatic.com/h265/bdf7104067c0ae8cdd614898838082d923.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11812786139881431607&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=0&av=14.3&vid=13579276373662601380&mvt=-1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=1&h265_s=1&sl=191&sle=1&split=434296
千言万语,https://vdse.bdstatic.com/h265/bdea152d22edf6fcff2f6877093df36e48.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=10883296634040703633&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=0&av=14.3&vid=6778945436749671079&mvt=-1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=1&h265_s=1&sl=144&sle=1&split=351700
恰似你的温柔,https://vd3.bdstatic.com/mda-jd2kr1jchphvsmc0/sc/mda-jd2kr1jchphvsmc0.mp4
走过咖啡屋,https://vd3.bdstatic.com/mda-qcnjxhpjjs856f7t/hd/cae_h264/171134756848696
万水千山总是情,https://vd3.bdstatic.com/mda-ndfg7taxiwvr7af7/hd/cae_h264_delogo/1650115071752941449/mda-ndfg7taxiwvr7af7.mp4
邓丽君在水一方,https://vdse.bdstatic.com/h265/bdb4952a55f59d8e0177628770f1b9d7be.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11206164547102341304&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=0&av=14.3&vid=13091234699915727896&mvt=-1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=1&h265_s=1&sl=222&sle=1&split=490223
邓丽君榕树下,https://vdse.bdstatic.com/h265/bdaa622d379869525d2db61a1c7d400186.mp4
邓丽君月亮代表我的心,https://vdse.bdstatic.com/h265/bd60cc486d210895686fcc5c44a7e3c8d3.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11563240740643934826&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=0&av=14.3&vid=14524751980491762674&mvt=-1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=1&h265_s=1&sl=181&sle=1&split=420828
邓丽君10首歌,https://vdse.bdstatic.com//1523e694145cd06d2be634cd5661c48b.mp4
当我想你的时候,https://vdse.bdstatic.com/h265/bdd3fd0c5af1b3df79c89696f4051c0a37.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=8012032170012700436&vt=-1&svt=-1&cr_max=0&s_score=-1.000000&pt=0&av=14.3&vid=9506927213484438077&mvt=-1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=0&h265_s=1&sl=141&sle=1&split=364186
月儿想柠檬🍋,https://vd3.bdstatic.com/mda-nj6e8a5ze4jge3e9/sc/bd265_cae_visr_v5/1700606637237294267/mda-nj6e8a5ze4jge3e9.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11611966483118584643&vt=1&svt=1&cr_max=3&s_score=4.700700&pt=0&av=14.3&vid=8465580012982999559&mvt=1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=2&h265_s=1&sl=429&sle=1&split=848446"
冬天里的一把火,https://vd3.bdstatic.com/mda-qbc8z3phvfpwgcpk/sc/bd265_cae_visr_v6/1707806182730205490/mda-qbc8z3phvfpwgcpk.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11743275186630845532&vt=1&svt=1&cr_max=3&s_score=4.458800&pt=0&av=14.3&vid=12365377278509530708&mvt=1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=2&h265_s=1&sl=347&sle=1&split=701377
刘欢少年装志不言愁,https://vdse.bdstatic.com//61a0e96a2ccd1cb535d558ee0cf81b6c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-04-28T03%3A36%3A38Z%2F-1%2Fhost%2F058d0ad2311cdd10fc4e338ff7b7c5406181088f1bdf6ba6843457afc876a8b5
刘欢千万次的问,https://vd3.bdstatic.com/mda-mdhu9mniuabkzib9/sc/bd265_cae_roi_v6/1706566678165871098/mda-mdhu9mniuabkzib9.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=12047090242885072636&vt=1&svt=1&cr_max=3&s_score=-1.000000&pt=0&av=14.3&vid=6396980057515277019&mvt=1&did=3a1a6edbf01db4ea97abff6fb97de656&cr=2&h265_s=1&sl=243&sle=1&split=497333
走过咖啡屋,https://vdse.bdstatic.com//fb40ace1563b5c1563ef4f7effdfa410.mp4
迟志强十不该,https://vdse.bdstatic.com/h265/bd5f5e15652ed56840a5a2006ba39b23f3.mp4
迟志强愁啊愁,https://vd3.bdstatic.com/mda-mme1ngqqi2djf1z3/hd/cae_h264/1639531488188730367/mda-mme1ngqqi2djf1z3.mp4
迟志强心声,https://vd3.bdstatic.com/mda-mmpaz9caufbre2ie/hd/cae_h264/1640393840419242579/mda-mmpaz9caufbre2ie.mp4
迟志强铁窗泪,https://vd3.bdstatic.com/mda-jecsqy29wgbfzp4z/sc/bd265_cae_roi_v5/1697673545277937554/mda-jecsqy29wgbfzp4z.mp4
迟志强狱中望月,https://vd3.bdstatic.com/mda-idiaz9rzgd54y6ji/logo/hd/mda-idiaz9rzgd54y6ji.mp4
迟志强狱中十二月,https://vdse.bdstatic.com/h265/bdaef394ead848a43abd2dffd5d9ea8936.mp4
两只蝴蝶,https://vdse.bdstatic.com/h265/bd3f53f67a1d8ab14ad040f848edf3c83c.mp4
丁香花🌸,https://vdse.bdstatic.com/h265/bdfd7d2eb1d4c901ab0724b8a66d8c299b.mp4
无言的结局,https://vdse.bdstatic.com/h265/bde9b7b35dec6007758744f6aca15cccef.mp4
新鸳鸯蝴蝶梦,https://vdse.bdstatic.com/h265/bd257669d395ebd8ca7c9b80b03ab3c6f4.mp4
一千零一夜,https://vdse.bdstatic.com/h265/bdd100cf72feec9c71066ebd37fb008c8d.mp4
涛声依旧,https://vdse.bdstatic.com/h265/bd1b67c3cfc0b404acd904604b03e9daf5.mp4
亚洲雄风,https://vdse.bdstatic.com/h265/bd19a97a783727fe2114bba5f414b637e1.mp4
在雨中,https://vdse.bdstatic.com/h265/bd8109dc0cdf122fa1c96f27e5d33c32d9.mp4
九妹,https://vdse.bdstatic.com/h265/bd6200a2f4ec4494a0f1971829dad86c09.mp4
童年,https://vdse.bdstatic.com/h265/bdebfcb1a3f50f719b0ee850bd9807fcad.mp4
邓丽君北国之春,https://vd3.bdstatic.com/mda-jinqm280ecppjh5c/sc/bd265_cae_roi_v5/1694800547578806915/mda-jinqm280ecppjh5c.mp4
牵挂你的人是我,https://vdse.bdstatic.com//a336862a56c7a2e56862e675a898db75.mp4
车载情歌21首,https://vd3.bdstatic.com/mda-pjqpkvqfud9t7cpp/576p/h264/1698252265089513313/mda-pjqpkvqfud9t7cpp.mp4
红尘情歌,https://vd3.bdstatic.com/mda-pf99znjtchvgcvq8/576p/h264/1686380670449042423/mda-pf99znjtchvgcvq8.mp4
13首DJ情歌,https://vd3.bdstatic.com/mda-pd281c17zt2yy3yp/hd/cae_h264/1680839721503780986/mda-pd281c17zt2yy3yp.mp4
小虎队爱,http://em.21dtv.com/songs/60006922.mkv
杨坤那一天,http://em.21dtv.com/songs/60030828.mkv
杨坤站台,http://em.21dtv.com/songs/60057510.mkv
金志文跟着感觉走,http://em.21dtv.com/songs/60075525.mkv
金志文远走高飞,http://em.21dtv.com/songs/60136965.mkv
让我一次爱个够,http://em.21dtv.com/songs/60117296.mkv
林忆莲至少还你,http://em.21dtv.com/songs/60058815.mkv
张惠妹哭砂,http://em.21dtv.com/songs/60025583.mkv
张惠妹听海,http://em.21dtv.com/songs/60042538.mkv
张惠妹可以抱你,http://em.21dtv.com/songs/60045688.mkv
张学友想和你去吹吹风,http://em.21dtv.com/songs/60049041.mkv
张学友一路上有你,http://em.21dtv.com/songs/60053285.mkv
郑志华水手,http://em.21dtv.com/songs/60147806.mkv
踏浪,https://vd3.bdstatic.com/mda-kkv0wydeqrgdqtiw/v1-cae/hd/mda-kkv0wydeqrgdqtiw.mp4
刘落英后来,https://vdse.bdstatic.com//938bafdf45573190a8c337b424bf04a8.mp4
伤不起,https://vdse.bdstatic.com/h265/bd8d41a13416bca9652b7a3b6cabfe67af.mp4
众人划桨开动大帆船,https://vd3.bdstatic.com/mda-qc0hcxqdtff3snct/576p/h264/1709295472380145130/mda-qc0hcxqdtff3snct.mp4
别问我是谁,https://vd3.bdstatic.com/mda-qdgjbti1wzu4i33i/sc/bd265_cae_roi_v6/1713659656546794219/mda-qdgjbti1wzu4i33i.mp4
走进新时代,https://vdse.bdstatic.com/h265/bdaca721b03747e74d15680e3e1ca0c45d.mp4
小白杨,https://vdse.bdstatic.com/h265/bd4abbfd1ea3fcca83f7cc242c2c03a317.mp4
跟着感觉走,https://vdse.bdstatic.com/h265/bd0c5a0b653bf118114badac3845630d90.mp4
初恋情人,https://vdse.bdstatic.com/h265/bd35d405017b6374d7c4e6df965aca7592.mp4
初恋情人,https://vdse.bdstatic.com/h265/bd64ac1e9a0ec703678d8b0f316cdcc760.mp4
爱一个人好难,https://vdse.bdstatic.com/h265/bde25b0683b7d330dd4da14af5667c6ae7.mp4
心在跳情在烧,https://vdse.bdstatic.com/h265/bd0cb662627a5cf3710287d2cae40538e9.mp4
舞女,https://vdse.bdstatic.com//33eda7ffad6fa93d1e4fbf944fcb6a1f.mp4
歌声恋情,https://vd3.bdstatic.com/mda-mgsd4eq75mvk0ikk/480p/h264/1627377763575260019/mda-mgsd4eq75mvk0ikk.mp4
光辉岁月,https://vdse.bdstatic.com/h265/bd70635793b7c7f2bcf0b470b8d92d525b.mp4
红尘情歌,https://vdse.bdstatic.com/h265/bd2c1c5360a7ee61e02879330ce4d3e010.mp4
牧羊曲,https://vdse.bdstatic.com//0466a84603eabfda4fd9f6706c389ed7.mp4
小苹果🍎,https://vd3.bdstatic.com/mda-pmtef6nugg3uc5xe/576p/h264/1703758587081442365/mda-pmtef6nugg3uc5xe.mp4
四季歌,https://vdse.bdstatic.com/h265/bd3b3e28bbe88f43102bf5e6ca517f7611.mp
编花篮,https://vdse.bdstatic.com/h265/bd38d2445de85c95b15c839132b83599e8.mp4
韭菜炒大葱,https://vd3.bdstatic.com/mda-mhrczt6xhxnm711v/sc/bd265_cae_visr_v6/1702690085563742900/mda-mhrczt6xhxnm711v.mp4
飘雪,https://vd3.bdstatic.com/mda-nin6eyj721m4nwh7/hd/cae_h264/1663992130912038971/mda-nin6eyj721m4nwh7.mp4
真的爱你,https://vdse.bdstatic.com/h265/bd92bbeb952cb18415b258cb7d74cdcdfb.mp4
叶倩文祝福,https://vdse.bdstatic.com/h265/bd2ca07f42148a8257a8c3302663cf3b8d.mp4
叶倩文真心真意过一生,https://vdse.bdstatic.com/h265/bd553f4b8ee861ae5ea9859fe431beddb4.mp4
叶倩文选择,https://vdse.bdstatic.com//60f3ded8e9bb36f11b486ac6521ef646.mp4
男儿当自强,https://vd3.bdstatic.com/mda-qbazk0k6jb866we9/cae_h264/1707820384678910229/mda-qbazk0k6jb866we9.mp4
相思风雨中,https://vdse.bdstatic.com//00956a688208ddedb133dacda821d489.mp4
初恋情人,https://vdse.bdstatic.com/h265/bd64ac1e9a0ec703678d8b0f316cdcc760.mp4
卓依婷爱的奉献,http://em.21dtv.com/songs/60007209.mkv
卓依婷迟来的爱,http://em.21dtv.com/songs/60012788.mkv
